region,christian,muslim,country,geoname_id,precision_code,place_name,latitude,longitude,location_type_code,geoname_adm_code,geoname_adm_name,location_class,geographic_exactness
Otjozondjupa,.81908566,0,13,10400504,3,Omatako Constituency,-20.633329,17.73333,ADM2,6295630|6255146|NA|39|10400504,Earth|Africa|Namibia|Otjozondjupa|Omatako Constituency,1,1
Abia,.93490422,0,14,2353151,1,Aba,5.1065798,7.3666701,PPLA2,6295630|6255146|NG|45|7701374|2353151,Earth|Africa|Nigeria|Abia State|Aba South|Aba,2,1
Adamawa,.14725563,.83449572,14,2330543,1,Mayo-Belwa,9.0542097,12.05794,PPLA2,6295630|6255146|NG|35|8659813|2330543,Earth|Africa|Nigeria|Adamawa|Mayo-Belwa|Mayo-Belwa,2,1
Akwa-Ibom,.88969946,.017539689,14,7055580,1,Ikot Esen Oku,4.79847,7.8604598,PPL,6295630|6255146|NG|21|8638463|7055580,Earth|Africa|Nigeria|Akwa Ibom State|Etinan|Ikot Esen Oku,2,1
Anambra,.9544155,0,14,7701533,3,Njikoka,6.1841998,6.9765501,ADM2,6295630|6255146|NG|25|7701533,Earth|Africa|Nigeria|Anambra|Njikoka,1,1
Bauchi,.21132824,.77304119,14,2328904,1,Ningi,11.07837,9.5688601,PPLA2,6295630|6255146|NG|46|8634264|9412704|2328904,Earth|Africa|Nigeria|Bauchi|Ningi|Ningi West|Ningi,2,1
Bayelsa,.88376904,.027679022,14,2326346,1,Olugbobiri,4.6989498,6.0311599,PPL,6295630|6255146|NG|52|8638072|2326346,Earth|Africa|Nigeria|Bayelsa State|Southern Ijaw|Olugbobiri,2,1
Benue,.87541491,.12400405,14,7730000,3,Kwande,6.8009901,9.4702101,ADM2,6295630|6255146|NG|26|7730000,Earth|Africa|Nigeria|Benue State|Kwande,1,1
Borno,.16991487,.75179279,14,6776134,1,Banki,11.66207,14.02014,PPL,6295630|6255146|NG|27|8659838|9410109|6776134,Earth|Africa|Nigeria|Borno State|Bama|Gulumba|Banki,2,1
Cross-River,.89459211,0,14,8638550,3,Calabar Municipal,4.99088,8.3034296,ADM2,6295630|6255146|NG|22|8638550,Earth|Africa|Nigeria|Cross River State|Calabar Municipal,1,1
Delta,.9359237,.008697141,14,11239171,1,Odion Road,5.50879,5.7509098,RD,6295630|6255146|NG|36|7729943|11239171,Earth|Africa|Nigeria|Delta|Warri South|Odion Road,3,1
Ebonyi,1,0,14,8659714,3,Abakaliki,6.2564602,8.2113304,ADM2,6295630|6255146|NG|53|8659714,Earth|Africa|Nigeria|Ebonyi State|Abakaliki,1,1
Edo,.92360377,.076396197,14,2321031,1,Ubiaja,6.6558099,6.3849401,PPLA2,6295630|6255146|NG|37|8636769|2321031,Earth|Africa|Nigeria|Edo|Esan South-East|Ubiaja,2,1
Ekiti,.87815756,.073406003,14,2338230,1,Ikoro,7.8367901,5.04074,PPL,6295630|6255146|NG|54|8636732|2338230,Earth|Africa|Nigeria|Ekiti State|Ijero|Ikoro,2,1
Enugu,.94089347,.01264662,14,2327523,1,Ogurugu,6.7863598,6.95017,PPL,6295630|6255146|NG|41|2327523,Earth|Africa|Nigeria|Kogi State|Ogurugu,2,1
FCT,.75705659,.224452,14,8635054,3,Municipal Area Council,8.9999704,7.3783102,ADM2,6295630|6255146|NG|11|8635054,Earth|Africa|Nigeria|FCT|Municipal Area Council,1,1
Gombe,.13999791,.82750309,14,8659795,3,Dukku,10.80261,10.82838,ADM2,6295630|6255146|NG|55|8659795,Earth|Africa|Nigeria|Gombe State|Dukku,1,1
Imo,.9402597,.013914555,14,7729959,3,Orsu,5.8614898,6.9975901,ADM2,6295630|6255146|NG|28|7729959,Earth|Africa|Nigeria|Imo State|Orsu,1,1
Jigawa,0,1,14,2346192,1,Chaichai,12.01267,9.2476597,PPL,6295630|6255146|NG|39|8634247|9410521|2346192,Earth|Africa|Nigeria|Jigawa State|Ringim|Chaichai|Chaichai,2,1
Kaduna,.25500298,.64995575,14,8634542,3,Jema'A,9.3826904,8.2681303,ADM2,6295630|6255146|NG|23|8634542,Earth|Africa|Nigeria|Kaduna State|Jema'A,1,1
Kano,.012371674,.98762834,14,9410969,3,Chiranchi,11.93178,8.4760103,ADM3,6295630|6255146|NG|29|7871268|9410969,Earth|Africa|Nigeria|Kano State|Kumbotso|Chiranchi,1,1
Katsina,.048846133,.95115387,14,9411046,3,Yanduna,12.82308,8.5961599,ADM3,6295630|6255146|NG|24|8633564|9411046,Earth|Africa|Nigeria|Katsina State|Baure|Yanduna,1,1
Kebbi,0,1,14,2330556,1,Mayalo,12.25046,4.2768402,PPL,6295630|6255146|NG|40|7873917|9411450|2330556,Earth|Africa|Nigeria|Kebbi State|Maiyama|Sambawa Mayalo|Mayalo,2,1
Kogi,.58063823,.41936177,14,7729968,3,Ibaji,6.7993102,6.7630301,ADM2,6295630|6255146|NG|41|7729968,Earth|Africa|Nigeria|Kogi State|Ibaji,1,1
Kwara,.33116895,.66883105,14,2332504,1,Lafiagi,8.8529902,5.41641,PPLA2,6295630|6255146|NG|30|8635168|2332504,Earth|Africa|Nigeria|Kwara State|Edu|Lafiagi,2,1
Lagos,.66553926,.31812522,14,10490108,3,Oke-Arin Idumota Ward,6.46134,3.38451,ADM3,6295630|6255146|NG|05|10490108,Earth|Africa|Nigeria|Lagos|Oke-Arin Idumota Ward,1,1
Nasarawa,.76478291,.21271715,14,2339886,1,Gwadanye,8.3999996,8.5500002,PPL,6295630|6255146|NG|56|7932057|2339886,Earth|Africa|Nigeria|Nasarawa State|Obi|Gwadanye,2,1
Niger,.35766643,.55736744,14,8634912,3,Mariga,10.69917,5.8403802,ADM2,6295630|6255146|NG|31|8634912,Earth|Africa|Nigeria|Niger State|Mariga,1,1
Ogun,.67491072,.28447181,14,11205639,1,Ake,7.1641202,3.3508,PPLX,6295630|6255146|NG|16|8636330|11205639,Earth|Africa|Nigeria|Ogun State|Abeokuta South|Ake,2,1
Ondo,.80750108,.19249891,14,2325721,1,Oro,6.8982401,4.8978,PPL,6295630|6255146|NG|48|7873875|2325721,Earth|Africa|Nigeria|Ondo State|Odigbo|Oro,2,1
Osun,.5410226,.38894379,14,2338872,1,Ifon,7.85992,4.4762101,PPLA2,6295630|6255146|NG|42|8636372|2338872,Earth|Africa|Nigeria|Osun State|Orolu|Ifon,2,1
Oyo,.55209428,.42743111,14,2327735,1,Ogbomoso,8.1337299,4.24014,PPLA2,6295630|6255146|NG|32|8636068|2327735,Earth|Africa|Nigeria|Oyo State|Ogbomosho North|Ogbomoso,2,1
Plateau,.86007935,.089820035,14,8634508,3,Wase,9.0826101,10.20519,ADM2,6295630|6255146|NG|49|8634508,Earth|Africa|Nigeria|Plateau State|Wase,1,1
Rivers,.9462803,0,14,2334017,1,Kono,4.5975399,7.4963298,PPL,6295630|6255146|NG|50|7874704|2334017,Earth|Africa|Nigeria|Rivers State|Khana|Kono,2,1
Sokoto,.072617203,.86005467,14,2346742,1,Gidan-Buwai,13.03475,5.5924401,PPL,6295630|6255146|NG|51|8632720|9411649|2346742,Earth|Africa|Nigeria|Sokoto State|Rabah|Goddodi|Gidan-Buwai,2,1
Taraba,.61911696,.34352538,14,2321730,1,Tsokundi,7.87677,10.01996,PPL,6295630|6255146|NG|43|8659780|2321730,Earth|Africa|Nigeria|Taraba State|Wukari|Tsokundi,2,1
Yobe,.1473155,.8526845,14,2324767,1,Potiskum,11.71391,11.08108,PPLA2,6295630|6255146|NG|44|8659873|9411935|2324767,Earth|Africa|Nigeria|Yobe State|Potiskum|Dogon Nini|Potiskum,2,1
Zamfara,.048497286,.93175548,14,7873916,3,Gummi,12.05409,5.1135998,ADM2,6295630|6255146|NG|57|7873916,Earth|Africa|Nigeria|Zamfara State|Gummi,1,1
Dakar,.071065612,.9289344,15,2253193,1,Darou Khoudos,15.107,-16.836901,PPL,6295630|6255146|SN|07|2253193,Earth|Africa|Senegal|RÃ©gion de ThiÃ¨s|Darou Khoudos,2,1
Diourbel,0,1,15,2253185,1,Darou Marnane,14.83333,-15.88333,PPL,6295630|6255146|SN|03|2253185,Earth|Africa|Senegal|Diourbel|Darou Marnane,2,1
Fatick,.097157367,.90284264,15,2252233,1,Djilor,14.06667,-16.33333,PPL,6295630|6255146|SN|09|2252233,Earth|Africa|Senegal|Fatick|Djilor,2,1
Kaffrine,0,1,15,7303935,4,RÃ©gion de Kaffrine,14.10528,-15.54565,ADM1,6295630|6255146|SN|16,Earth|Africa|Senegal|RÃ©gion de Kaffrine,1,1
Kaolack,0,1,15,2250671,1,Kaymor,13.76667,-15.6,PPL,6295630|6255146|SN|10|2250671,Earth|Africa|Senegal|Kaolack|Kaymor,2,1
Kédougou,.25,.75,15,10778875,3,DÃ©partement de SalÃ©mata,12.59971,-12.77619,ADM2,6295630|6255146|SN|17|10778875,Earth|Africa|Senegal|RÃ©gion de KÃ©dougou|DÃ©partement de SalÃ©mata,1,1
Kolda,0,1,15,2247283,1,Niaming,13.31667,-14.75,PPL,6295630|6255146|SN|11|2247283,Earth|Africa|Senegal|Kolda|Niaming,2,1
Louga,0,1,15,2248075,1,Ndande,15.2722,-16.517,PPL,6295630|6255146|SN|13|2248075,Earth|Africa|Senegal|Louga|Ndande,2,1
Matam,.017162405,.98283762,15,2244170,1,VÃ©lingara,15,-14.66667,PPL,6295630|6255146|SN|13|2244170,Earth|Africa|Senegal|Louga|VÃ©lingara,2,1
Saint-Louis,.071299002,.92870098,15,2246544,1,Richard-Toll,16.4625,-15.70083,PPL,6295630|6255146|SN|14|2246544,Earth|Africa|Senegal|Saint-Louis|Richard-Toll,2,1
Sédhiou,0,1,15,10402310,3,Goudomp Department,12.57778,-15.87222,ADM2,6295630|6255146|SN|18|10402310,Earth|Africa|Senegal|RÃ©gion de SÃ©dhiou|Goudomp Department,1,1
Tambacounda,.036410425,.96358955,15,2245278,1,SissÃ©kounda,13.56667,-14.43333,PPL,6295630|6255146|SN|05|2245278,Earth|Africa|Senegal|Tambacounda|SissÃ©kounda,2,1
Thies,.077679262,.92232072,15,2244286,1,Touba Toul,14.81667,-16.66667,PPL,6295630|6255146|SN|07|2244286,Earth|Africa|Senegal|RÃ©gion de ThiÃ¨s|Touba Toul,2,1
Ziguinchor,.18280864,.81719136,15,2243940,1,Ziguinchor,12.56801,-16.27326,PPLA,6295630|6255146|SN|12|2243940,Earth|Africa|Senegal|Ziguinchor|Ziguinchor,2,1
Eastern Cape,.74729991,.0036626689,16,994978,1,Idutywa,-32.09618,28.30489,PPL,6295630|6255146|ZA|05|8347342|8347480|994978,Earth|Africa|South Africa|Eastern Cape|Amathole District Municipality|Mbhashe|Idutywa,2,1
Free State,.89160705,0,16,11205515,1,42nd Hill,-28.24292,29.08353,PPLX,6295630|6255146|ZA|03|8347361|8347463|11205515,Earth|Africa|South Africa|Orange Free State|Thabo Mofutsanyana District Municipality|Maluti a Phofung|42nd Hill,2,1
Gauteng,.78271371,.042231902,16,948542,1,Tokoza,-26.366671,28.066669,PPL,6295630|6255146|ZA|06|8347377|8347533|948542,Earth|Africa|South Africa|Gauteng|Sedibeng District Municipality|Midvaal|Tokoza,2,1
Kwazulu Natal,.78540862,.010709508,16,971053,1,Ngotshe,-27.48333,31.283331,PPL,6295630|6255146|ZA|02|8347367|8347431|971053,Earth|Africa|South Africa|KwaZulu-Natal|Zululand District Municipality|UPhongolo|Ngotshe,2,1
Limpopo,.91278571,.0023264524,16,1010967,1,Dendron,-23.36669,29.323709,PPLA3,6295630|6255146|ZA|09|8347346|8347603|1010967,Earth|Africa|South Africa|Limpopo|Capricorn District Municipality|Molemole|Dendron,2,1
Mpumalanga,.79979259,.021074921,16,11203958,1,KwaGuqa,-25.862431,29.11875,PPL,6295630|6255146|ZA|07|8347372|8347595|11203958,Earth|Africa|South Africa|Mpumalanga|Nkangala District Municipality|Emalahleni|KwaGuqa,2,1
North West,.91653955,.0024899133,16,8347347,3,Bojanala Platinum,-25.426121,27.2243,ADM2,6295630|6255146|ZA|10|8347347,Earth|Africa|South Africa|Province of North West|Bojanala Platinum,1,1
Northern Cape,.94450676,.005815444,16,11204576,1,Galeshewe,-28.716999,24.725,PPLX,6295630|6255146|ZA|08|8347385|8347551|11204576,Earth|Africa|South Africa|Northern Cape|Frances Baard District Municipality|Sol Plaatjie|Galeshewe,2,1
Western Cape,.89042711,.063211456,16,6951112,1,Somerset West,-34.084011,18.821131,PPL,6295630|6255146|ZA|11|8334583|8347437|6951112,Earth|Africa|South Africa|Province of the Western Cape|City of Cape Town|City of Cape Town|Somerset West,2,1
Dodoma,.73043251,.25127244,17,11004068,3,Itiso,-5.6654501,35.98497,ADM3,6295630|6255146|TZ|03|7628450|11004068,Earth|Africa|Tanzania|Dodoma|Chamwino|Itiso,1,1
Arusha,.87312943,.059838191,17,11003847,3,Levolosi,-3.36747,36.68087,ADM3,6295630|6255146|TZ|26|9998003|11003847,Earth|Africa|Tanzania|Arusha|Arusha City|Levolosi,1,1
Kilimanjaro,.82762492,.15632978,17,7840035,3,Moshi Rural District,-3.362,37.459,ADM2,6295630|6255146|TZ|06|7840035,Earth|Africa|Tanzania|Kilimanjaro|Moshi Rural District,1,1
Tanga,.21423644,.78576356,17,149590,6,Tanzania,-6,35,PCLI,6295630|6255146|TZ,Earth|Africa|Tanzania,1,1
Morogoro,.38006583,.6199342,17,7647668,3,Morogoro Rural,-6.75,38.116669,ADM2,6295630|6255146|TZ|10|7647668,Earth|Africa|Tanzania|Morogoro|Morogoro Rural,1,1
Pwani,.11410569,.8858943,17,160205,1,Disunyara,-6.7333298,38.73333,PPL,6295630|6255146|TZ|02|7647520|11006126|160205,Earth|Africa|Tanzania|Pwani|Kibaha District|Mlandizi|Disunyara,2,1
Dar es Salaam,.34975627,.61310983,17,157253,3,Kinondoni District,-6.71666,39.144371,ADM2,6295630|6255146|TZ|23|157253,Earth|Africa|Tanzania|Dar es Salaam Region|Kinondoni District,1,1
Lindi,.12552644,.85531855,17,11004978,3,Nandagala,-10.21993,38.979149,ADM3,6295630|6255146|TZ|07|7647667|11004978,Earth|Africa|Tanzania|Lindi|Ruangwa|Nandagala,1,1
Mrwara,.20196591,.79803407,17,11005661,3,Chihangu,-10.59709,39.229191,ADM3,6295630|6255146|TZ|11|877533|11005661,Earth|Africa|Tanzania|Mtwara|Newala District|Chihangu,1,1
Ruvuma,.21346541,.77769446,17,878023,1,Mbamba Bay,-11.28333,34.76667,PPL,6295630|6255146|TZ|14|878023,Earth|Africa|Tanzania|Ruvuma|Mbamba Bay,2,1
Iringa,.8862195,.11132986,17,11006005,3,Lupembe,-9.2490597,35.268349,ADM3,6295630|6255146|TZ|30|151477|11006005,Earth|Africa|Tanzania|Njombe|Njombe District Council|Lupembe,1,1
Mbeya,.90693867,.019805215,17,11005343,3,Isange,-9.16856,33.834068,ADM3,6295630|6255146|TZ|09|150412|11005343,Earth|Africa|Tanzania|Mbeya|Rungwe District Council|Isange,1,1
Singida,.6154114,.3845886,17,11006619,3,Iseke,-5.0798202,34.66713,ADM3,6295630|6255146|TZ|16|9998225|11006619,Earth|Africa|Tanzania|Singida|Ikungi District Council|Iseke,1,1
Tabora,.44282207,.49993762,17,11006733,3,Goweko,-5.2681298,33.182159,ADM3,6295630|6255146|TZ|17|7647455|11006733,Earth|Africa|Tanzania|Tabora|Uyui District|Goweko,1,1
Rukwa,.83815551,.074629299,17,11005459,3,Myunga,-8.8600502,32.302132,ADM3,6295630|6255146|TZ|09|9998151|11005459,Earth|Africa|Tanzania|Mbeya|Momba District Council|Myunga,1,1
Kigoma,.74759489,.25240511,17,11004652,3,Kibondo,-3.6224999,30.740089,ADM3,6295630|6255146|TZ|05|157958|11004652,Earth|Africa|Tanzania|Kigoma|Kibondo District Council|Kibondo,1,1
Shinyanga,.49259457,.076943852,17,11004234,3,Iyogelo,-3.94594,31.63611,ADM3,6295630|6255146|TZ|28|8299600|11004234,Earth|Africa|Tanzania|Geita|Bukombe District|Iyogelo,1,1
Kagera,.85591161,.1084521,17,160833,1,Buseresere,-3.0236101,31.87472,PPL,6295630|6255146|TZ|28|9072755|11004212|160833,Earth|Africa|Tanzania|Geita|Chato District|Butengorumasa|Buseresere,2,1
Mwanza,.50780016,.11405762,17,8469239,4,Geita,-3.2,31.9,ADM1,6295630|6255146|TZ|28,Earth|Africa|Tanzania|Geita,1,1
Mara,.55045998,.13467526,17,11005184,3,Kigera,-1.53994,33.79541,ADM3,6295630|6255146|TZ|08|9998138|11005184,Earth|Africa|Tanzania|Mara|Musoma Municipal Council|Kigera,1,1
Manyara,.78544968,.11940183,17,159684,3,Hanang District,-4.5,35.25,ADM2,6295630|6255146|TZ|27|159684,Earth|Africa|Tanzania|Manyara|Hanang District,1,1
Unguja Kaskazini,.032167707,.96783227,17,11204826,3,Kaskazini A,-5.8660402,39.315948,ADM2,6295630|6255146|TZ|22|11204826,Earth|Africa|Tanzania|Zanzibar North|Kaskazini A,1,1
Unfuja Kusini,.037941881,.96205813,17,150839,1,Paje,-6.2666702,39.533329,PPL,6295630|6255146|TZ|21|11204829|150840|150839,Earth|Africa|Tanzania|Zanzibar Central/South|Kusini|Paje|Paje,2,1
Mjini Magharibi,.013091201,.98032808,17,153262,1,Mombasa,-6.1999998,39.216671,PPL,6295630|6255146|TZ|25|11204825|153263|153262,Earth|Africa|Tanzania|Zanzibar Urban/West|Magharibi|Mombasa|Mombasa,2,1
Pemba Kaskazini,0,1,17,10951169,3,Mjini Wingwi,-4.9978099,39.84222,ADM3,6295630|6255146|TZ|13|156512|10951169,Earth|Africa|Tanzania|Pemba North|Micheweni District|Mjini Wingwi,1,1
Pemba Kusini,.058109939,.94189006,17,160675,3,Chake Chake District,-5.2473402,39.773899,ADM2,6295630|6255146|TZ|20|160675,Earth|Africa|Tanzania|Pemba South|Chake Chake District,1,1
Central,.82161099,.15586503,18,11238162,3,Nansana,.36853999,32.525711,ADM5,6295630|6255146|UG|C|448224|7732385|8658059|11238162,Earth|Africa|Uganda|Central Region|Wakiso District|Kyadondo|Nansana Town Council|Nansana,1,1
West,.92833066,.045977902,18,11238110,3,Kitegula,.95833999,31.42931,ADM5,6295630|6255146|UG|W|443343|8644161|8657988|11238110,Earth|Africa|Uganda|Western Region|Kibale District|Bugangaizi|Nkooko|Kitegula,1,1
North,.89820272,.095720418,18,8658301,3,Odupi,3.2288401,31.258221,ADM4,6295630|6255146|UG|N|443328|226158|8658301,Earth|Africa|Uganda|Northern Region|Arua District|Terego County|Odupi,1,1
East,.82349592,.1469235,18,8657528,3,Iyolwa,.61812001,33.95789,ADM4,6295630|6255146|UG|E|443366|8644131|8657528,Earth|Africa|Uganda|Eastern Region|Tororo District|West Budama (Kisolo)|Iyolwa,1,1
Kampala,.77276349,.20361245,18,11205131,3,Bukasa,.29683,32.62392,ADM5,6295630|6255146|UG|C|443339|8644170|8260676|11205131,Earth|Africa|Uganda|Central Region|Kampala District|Kampala Capital City|Makindye|Bukasa,1,1
Lusaka,.7576977,.019831821,19,9166491,3,Chawama,-15.27324,28.165751,AREA,6295630|6255146|ZM|02|9166491,Earth|Africa|Zambia|Central Province|Chawama,4,1
Central,.76454222,0,19,910181,1,Liteta,-14.77744,28.062599,PPL,6295630|6255146|ZM|02|910181,Earth|Africa|Zambia|Central Province|Liteta,2,1
Copperbelt,.8631987,.008222227,19,901342,3,Ndola District,-12.94155,28.54896,ADM2,6295630|6255146|ZM|08|901342,Earth|Africa|Zambia|Copperbelt|Ndola District,1,1
Eastern,.79067737,.038649026,19,912053,3,Katete District,-14.04074,32.043289,ADM2,6295630|6255146|ZM|03|912053,Earth|Africa|Zambia|Eastern Province|Katete District,1,1
Luapula,.38135991,.010735568,19,918748,1,Chipamba,-11.50803,32.773911,PPL,6295630|6255146|ZM|10|918748,Earth|Africa|Zambia|Muchinga|Chipamba,2,1
Northern,.81931949,0,19,912763,3,Kasama District,-10.35783,30.98983,ADM2,6295630|6255146|ZM|05|912763,Earth|Africa|Zambia|Northern Province|Kasama District,1,1
North-Western,.7667802,0,19,902616,3,Mwinilunga District,-12.00079,24.58469,ADM2,6295630|6255146|ZM|06|902616,Earth|Africa|Zambia|North-Western Province|Mwinilunga District,1,1
Southern,.55110693,0,19,907108,3,Mazabuka District,-15.85212,27.71608,ADM2,6295630|6255146|ZM|07|907108,Earth|Africa|Zambia|Southern Province|Mazabuka District,1,1
Western,.67007577,0,19,10815321,3,Nkeyema District,-14.85076,25.14925,ADM2,6295630|6255146|ZM|01|10815321,Earth|Africa|Zambia|Western Province|Nkeyema District,1,1
Muchinga,.67523199,0,19,920896,3,Chama District,-11.25,32.833328,ADM2,6295630|6255146|ZM|10|920896,Earth|Africa|Zambia|Muchinga|Chama District,1,1
Harare,.77233374,.0087721944,20,1106396,1,Budiriro,-17.897221,30.933611,PPLX,6295630|6255146|ZW|04|890299|1106396,Earth|Africa|Zimbabwe|Mashonaland East Province|Harare|Budiriro,2,1
Bulawayo,.71758252,0,20,886841,4,Mashonaland West,-17.16667,29.75,ADM1,6295630|6255146|ZW|05,Earth|Africa|Zimbabwe|Mashonaland West,1,1
Midlands,.6073662,0,20,1106113,1,Nketa,-20.1975,28.53194,PPLX,6295630|6255146|ZW|09|894701|1106113,Earth|Africa|Zimbabwe|Bulawayo|Bulawayo|Nketa,2,1
Masvingo,.67148906,.0081872586,20,883059,1,Palm Tree,-17.133329,30.1,FRM,6295630|6255146|ZW|00,Earth|Africa|Zimbabwe|Palm Tree,3,1
Mashonaland East,.71063763,0,20,889793,3,Insiza District,-20.264311,29.473921,ADM2,6295630|6255146|ZW|07|889793,Earth|Africa|Zimbabwe|Matabeleland South Province|Insiza District,1,1
Mashonaland West,.740417,.0035887889,20,886841,4,Mashonaland West,-17.16667,29.75,ADM1,6295630|6255146|ZW|05,Earth|Africa|Zimbabwe|Mashonaland West,1,1
Mashonaland Central,.52152181,.0036928372,20,894459,3,Centenary District,-16.41667,31.16667,ADM2,6295630|6255146|ZW|03|894459,Earth|Africa|Zimbabwe|Mashonaland Central|Centenary District,1,1
Matebeleland South,.64610058,0,20,895268,3,Beitbridge District,-21.898291,30.074089,ADM2,6295630|6255146|ZW|07|895268,Earth|Africa|Zimbabwe|Matabeleland South Province|Beitbridge District,1,1
Matebeleland North,.6228677,0,20,895268,3,Beitbridge District,-21.898291,30.074089,ADM2,6295630|6255146|ZW|07|895268,Earth|Africa|Zimbabwe|Matabeleland South Province|Beitbridge District,1,1
Manicaland,.61988664,.0035014583,20,895540,1,Avondale Township,-17.79611,31.034719,PPLX,6295630|6255146|ZW|10|890299|895540,Earth|Africa|Zimbabwe|Harare|Harare|Avondale Township,2,1
Port Louis,.32506135,.51628375,21,1106804,1,Tranquebar,-20.174721,57.505829,PPLX,6295630|6255146|MU|18|934154|1106804,Earth|Africa|Mauritius|Port Louis District|Port Louis|Tranquebar,2,1
Pamplemousses,.30763111,.14703049,21,1106616,1,Baie du Tombeau,-20.11944,57.49139,PPL,6295630|6255146|MU|16|1106616,Earth|Africa|Mauritius|Pamplemousses District|Baie du Tombeau,2,1
Riviere du Rempart,.14182951,.19283345,21,934091,1,RiviÃ¨re du Rempart,-20.10306,57.684719,PPLA,6295630|6255146|MU|19|934091,Earth|Africa|Mauritius|RiviÃ¨re du Rempart District|RiviÃ¨re du Rempart,2,1
Flacq,.11521812,.16648352,21,934661,1,Camp de Masque,-20.23694,57.66333,PPL,6295630|6255146|MU|13|934661,Earth|Africa|Mauritius|Flacq District|Camp de Masque,2,1
Grand Port,.15879628,.12584826,21,934309,1,Mare dâAlbert,-20.41861,57.62278,PPL,6295630|6255146|MU|14|934309,Earth|Africa|Mauritius|Grand Port District|Mare dâAlbert,2,1
Savanne,.039123442,.30554885,21,934614,1,Chemin Grenier,-20.487221,57.465561,PPL,6295630|6255146|MU|20|934614,Earth|Africa|Mauritius|Savanne District|Chemin Grenier,2,1
Plaines Wilhems,.35659879,.17869563,21,1106731,1,Mesnil,-20.290279,57.511669,PPL,6295630|6255146|MU|17|1106731,Earth|Africa|Mauritius|Plaines Wilhems District|Mesnil,2,1
Moka,.11946494,.31322265,21,934262,1,Montagne Blanche,-20.285379,57.658649,PPL,6295630|6255146|MU|00,Earth|Africa|Mauritius|Montagne Blanche,2,1
Black River,.44282028,.022985687,21,934718,4,Black River District,-20.33333,57.416672,ADM1,6295630|6255146|MU|12,Earth|Africa|Mauritius|Black River District,1,1
Rodrigues,.99352157,0,21,1547449,4,Rodrigues,-19.701,63.416,ADM1,6295630|6255146|MU|23,Earth|Africa|Mauritius|Rodrigues,1,1
Western Area,.46968228,.51361459,22,2404977,1,Murray Town,8.49195,-13.26501,PPL,6295630|6255146|SL|04|2404977,Earth|Africa|Sierra Leone|Western Area|Murray Town,2,1
Southern Province,.37130249,.61131608,22,9180429,3,Makpele,7.2765298,-11.30709,ADM3,6295630|6255146|SL|03|9180429,Earth|Africa|Sierra Leone|Southern Province|Makpele,1,1
Eastern Province,.42183501,.57109058,22,2408249,3,Kailahun District,8.1076803,-10.75146,ADM2,6295630|6255146|SL|01|2408249,Earth|Africa|Sierra Leone|Eastern Province|Kailahun District,1,1
Northern Province,.47846517,.46234041,22,2404488,1,Petifu,8.8998404,-12.17265,PPL,6295630|6255146|SL|02|2404488,Earth|Africa|Sierra Leone|Northern Province|Petifu,2,1
Agadez,0,1,23,11205134,3,Commune de Tchirozerine,17.1054,7.8281002,ADM3,6295630|6255146|NE|01|11205134,Earth|Africa|Niger|Agadez|Commune de Tchirozerine,1,1
Diffa,.0822194,.91778058,23,2444298,1,Goudoumaria,13.7109,11.1885,PPL,6295630|6255146|NE|02|2444298,Earth|Africa|Niger|Diffa|Goudoumaria,2,1
Dosso,.029560488,.95413876,23,2444975,1,FodÃ©-KaÃ¯na,13.122,3.2980001,PPL,6295630|6255146|NE|03|2444975,Earth|Africa|Niger|Dosso Region|FodÃ©-KaÃ¯na,2,1
Maradi,0,1,23,2441291,1,Maradi,13.5,7.1017399,PPLA,6295630|6255146|NE|04|2441291,Earth|Africa|Niger|Maradi|Maradi,2,1
Tahoua,.0099070333,.98574722,23,2447317,1,BadÃ©gichÃ©ri,14.5245,5.3676,PPL,6295630|6255146|NE|06|2447317,Earth|Africa|Niger|Tahoua|BadÃ©gichÃ©ri,2,1
Tillabéri,0,1,23,2446542,1,Boulkass,13.8288,3.0834999,PPL,6295630|6255146|NE|09|2446542,Earth|Africa|Niger|Tillaberi Region|Boulkass,2,1
Zinder,0,1,23,10943048,3,Mirriah Department,13.70722,9.1499996,ADM2,6295630|6255146|NE|07|10943048,Earth|Africa|Niger|Zinder|Mirriah Department,1,1
Niamey,.017066257,.96667445,23,11205494,1,Koira Kano,13.54359,2.06161,PPLX,6295630|6255146|NE|08|11205494,Earth|Africa|Niger|Niamey|Koira Kano,2,1
Lomé commune,.80172068,.069995649,24,11205304,1,Attiegou,6.1965299,1.2616301,PPLX,6295630|6255146|TG|11205304,Earth|Africa|Togo|Attiegou,2,1
Maritime,.62344676,.056614529,24,11205313,1,Agouenyive,6.2360201,1.19991,PPL,6295630|6255146|TG|11205313,Earth|Africa|Togo|Agouenyive,2,1
Plateaux,.73578107,.093846299,24,2367981,1,AniÃ©,7.75,1.2,PPL,6295630|6255146|TG|25|2367981,Earth|Africa|Togo|Plateaux|AniÃ©,2,1
Centrale,.35426757,.61125255,24,2367423,1,Blitta,8.32335,.98594999,PPL,6295630|6255146|TG|22|2367423,Earth|Africa|Togo|Centrale|Blitta,2,1
Kara,.50891393,.36669719,24,2366152,1,Kara,9.5511103,1.18611,PPLA,6295630|6255146|TG|23|2366152,Earth|Africa|Togo|Kara|Kara,2,1
Savanes,.52985471,.10510041,24,2367164,1,Dapaong,10.86225,.20761999,PPLA,6295630|6255146|TG|26|2367164,Earth|Africa|Togo|Savanes|Dapaong,2,1
